designation,Payment_Type,level,City,State,Company_Name
Brick Layer,Daily,beginner,New Delhi,Delhi,Ghosh-Raj
Labourer,Daily,beginner,New Delhi,Delhi,"Andra, Bassi and Bala"
Painter,Daily,beginner,Bengaluru,Karnataka,"Tandon, Joshi and Soman"
Painter,Daily,expert,Hyderabad,Telangana,Maharaj Inc
Painter,Daily,expert,Gurugram,Haryana,"Krishnamurthy, Goel and Sehgal"
Painter,Daily,expert,Bengaluru,Karnataka,Khanna-Boase
Painter,Daily,expert,Noida,Uttar Pradesh,"Chaudhari, Sundaram and Shetty"
Brick Layer,Daily,novice,Gurugram,Haryana,Handa LLC
Labourer,Daily,beginner,Gurugram,Haryana,"Tata, Vohra and Ranganathan"
Painter,Daily,expert,Noida,Uttar Pradesh,Hegde PLC
Painter,Daily,novice,Bengaluru,Karnataka,Goswami-Majumdar
Painter,Daily,expert,Bengaluru,Karnataka,Talwar Inc
Painter,Daily,beginner,Mumbai,Maharashtra,Brar Inc
Painter,Daily,expert,Mumbai,Maharashtra,"Bakshi, Chawla and Dhaliwal"
Labourer,Daily,beginner,Hoshiarpur,Punjab,Chaudry PLC
Brick Layer,Daily,beginner,Mumbai,Maharashtra,"Dhingra, Raju and Setty"
Painter,Daily,beginner,Bengaluru,Karnataka,"Chaudhuri, Krishna and Choudhary"
Painter,Daily,expert,Bengaluru,Karnataka,Lala-Soman
Painter,Daily,beginner,New Delhi,Delhi,"Kashyap, Thaker and Kapadia"
Labourer,Daily,beginner,Manesar,Haryana,Mall LLC
Painter,Daily,expert,Bengaluru,Karnataka,Sami-Varkey
Painter,Daily,beginner,Hyderabad,Telangana,"Khurana, Sundaram and Krish"
Labourer,Daily,beginner,New Delhi,Delhi,"Jani, Kibe and Hayer"
Brick Layer,Daily,beginner,Gurugram,Haryana,Mahajan-Wason
Brick Layer,Daily,beginner,New Delhi,Delhi,Khalsa-Sridhar
Brick Layer,Daily,beginner,New Delhi,Delhi,Sharma-Ben
Painter,Bi-Weekly,beginner,New Delhi,Delhi,Dyal-Chopra
Painter,Daily,expert,Bhubaneshwar,Odisha,Dani-Dhar
Painter,Daily,beginner,Hyderabad,Telangana,"Mahal, Raja and Varkey"
Brick Layer,Daily,beginner,Bengaluru,Karnataka,Chandran-Gandhi
Painter,Daily,beginner,Noida,Uttar Pradesh,Joshi-Karpe
Painter,Daily,beginner,Gurugram,Haryana,Kapadia-Seth
Painter,Daily,beginner,Bengaluru,Karnataka,Warrior PLC
Labourer,Daily,beginner,Hyderabad,Telangana,Tara Ltd
Brick Layer,Daily,beginner,South Delhi,Delhi,Varughese-Gulati
Painter,Daily,expert,Bengaluru,Karnataka,Shere-Keer
Painter,Daily,beginner,Bengaluru,Karnataka,Ravel PLC
Brick Layer,Daily,beginner,Gurugram,Haryana,"Doshi, Kakar and Mandal"
Brick Layer,Daily,beginner,Noida,Uttar Pradesh,Mahajan-Tella
Labourer,Monthly,beginner,New Delhi,Delhi,"Lal, Dhingra and Ghose"
Painter,Daily,beginner,Chennai,Tamil Nadu,Dhar-Amble
Brick Layer,Daily,beginner,Bengaluru,Karnataka,"Dhawan, Sood and Talwar"
Painter,Daily,beginner,New Delhi,Delhi,Uppal-Dutt
Labourer,Daily,beginner,Gurugram,Haryana,Mannan-Sheth
Brick Layer,Monthly,beginner,Bengaluru,Karnataka,"Karnik, Kalita and Bhattacharyya"
Painter,,beginner,Bengaluru,Karnataka,"Kibe, Suresh and Ramachandran"
Brick Layer,Daily,beginner,Bengaluru,Karnataka,Khalsa-Venkataraman
Brick Layer,Daily,beginner,Gurugram,Haryana,Din PLC
Painter,Bi-Weekly,expert,Bengaluru,Karnataka,Sankaran PLC
Labourer,Daily,beginner,Bengaluru,Karnataka,Comar Group
Painter,Daily,beginner,Pune,Maharashtra,Chhabra and Sons
Brick Layer,Daily,beginner,Mumbai,Maharashtra,"Saha, Khanna and Savant"
Painter,Daily,beginner,New Delhi,Delhi,Kala-Hora
Brick Layer,Daily,beginner,New Delhi,Delhi,Kunda LLC
Labourer,Daily,beginner,Delhi,Delhi,Viswanathan and Sons
Brick Layer,Daily,beginner,New Delhi,Delhi,Char Inc
Painter,Daily,expert,Mumbai,Maharashtra,"Bora, Warrior and Kakar"
Painter,Daily,beginner,New Delhi,Delhi,"Sethi, Som and Sarraf"
Labourer,Daily,beginner,Delhi,Delhi,"Shukla, Shenoy and Sidhu"
Painter,Daily,beginner,Chennai,Tamil Nadu,"Ratta, Gola and Sastry"
Labourer,Daily,beginner,Gurugram,Haryana,"Shanker, Aggarwal and Sem"
Painter,Daily,expert,New Delhi,Delhi,Dara and Sons
Labourer,Daily,beginner,Hyderabad,Telangana,"Salvi, Saraf and Halder"
Painter,Daily,beginner,Saket,Delhi,Bir LLC
Labourer,Daily,beginner,New Delhi,Delhi,"Choudhary, Sant and Gara"
Labourer,Daily,beginner,Gurugram,Haryana,"Dave, Lal and Bhatnagar"
Brick Layer,Daily,beginner,South Delhi,Delhi,"Bala, Vasa and Kaur"
Labourer,Daily,beginner,New Delhi,Delhi,"Toor, Kar and Chaudhary"
Painter,Daily,beginner,Bengaluru,Karnataka,Subramaniam-Chand
Painter,Daily,beginner,Ahmedabad,Gujarat,"Batta, Sathe and Bhakta"
Labourer,Daily,beginner,Chennai,Tamil Nadu,Vohra-Kant
Brick Layer,Daily,beginner,Chennai,Tamil Nadu,"Loyal, Amble and Bandi"
Brick Layer,,beginner,Bengaluru,Karnataka,Dube-Goyal
Painter,Daily,beginner,New Delhi,Delhi,Subramaniam-Sane
Brick Layer,Daily,beginner,Mumbai,Maharashtra,Mallick and Sons
Painter,Daily,beginner,Hyderabad,Telangana,Chaudry PLC
Brick Layer,Daily,beginner,Noida,Uttar Pradesh,Loke-Iyengar
Brick Layer,Daily,beginner,Coimbatore,Tamil Nadu,Ravel Inc
Painter,Daily,beginner,Bengaluru,Karnataka,Venkataraman and Sons
Labourer,Daily,beginner,Gurugram,Haryana,"Grewal, Varty and Barman"
Brick Layer,Daily,beginner,Ahmedabad,Gujarat,Kapadia-Sabharwal
Painter,Daily,expert,Bengaluru,Karnataka,"Loke, Kant and Tak"
Labourer,Daily,beginner,Gurugram,Haryana,Singh-Ramachandran
Painter,Daily,beginner,Bengaluru,Karnataka,"Venkataraman, Hegde and Sem"
Brick Layer,Daily,beginner,New Delhi,Delhi,Din-Char
Brick Layer,Daily,beginner,Bengaluru,Karnataka,Swamy and Sons
Painter,Daily,novice,Delhi,Delhi,D’Alia Group
Labourer,Daily,beginner,Bengaluru,Karnataka,"Dixit, Sankaran and Gill"
Brick Layer,Daily,beginner,Gurugram,Haryana,Sha Ltd
Painter,Daily,beginner,Bengaluru,Karnataka,Kumar-Dalal
Labourer,Daily,beginner,Mumbai,Maharashtra,Tandon-Butala
Painter,Daily,beginner,Bengaluru,Karnataka,Bhatnagar and Sons
Painter,Daily,expert,Pune,Maharashtra,Sengupta-Bora
Painter,Daily,expert,Bengaluru,Karnataka,"Bala, Sura and Wali"
Painter,Bi-Weekly,beginner,Greater Kolkata Area,West Bengal,"Kumer, Ray and Kibe"
Painter,Daily,beginner,Chennai,Tamil Nadu,Sawhney and Sons
Labourer,Daily,beginner,Gurugram,Haryana,"Krish, Grover and Sengupta"
Painter,Daily,beginner,Bengaluru,Karnataka,Sarraf LLC
Labourer,Daily,beginner,Chennai,Tamil Nadu,"Saran, Varughese and Mangal"
Brick Layer,Daily,beginner,Gurugram,Haryana,"Bhandari, Wable and Guha"
Painter,Daily,beginner,New Delhi,Delhi,Kale-Dyal
Brick Layer,Daily,beginner,Hyderabad,Telangana,Bahl PLC
Labourer,Daily,beginner,Gurugram,Haryana,"Saraf, Dar and Koshy"
Brick Layer,Daily,beginner,Bengaluru,Karnataka,Bose-Gaba
Painter,Daily,beginner,Gurugram,Haryana,Bora Ltd
Painter,Daily,beginner,Bengaluru,Karnataka,"Raju, Kulkarni and Sama"
Labourer,Daily,beginner,New Delhi,Delhi,"Tella, Walla and Dutt"
Painter,Daily,expert,Delhi,Delhi,"Krishnan, Devan and Goswami"
Brick Layer,Daily,beginner,Chennai,Tamil Nadu,Bandi-Sachdev
Labourer,Daily,beginner,Mumbai,Maharashtra,"Rao, Banerjee and Vyas"
Painter,Daily,beginner,Gurugram,Haryana,Bhalla LLC
Brick Layer,Daily,beginner,Karunagappally,Kerala,Rattan-Magar
Painter,Daily,expert,Bengaluru,Karnataka,"Dada, Venkatesh and Sastry"
Brick Layer,Daily,beginner,Gurugram,Haryana,Dhaliwal Ltd
Painter,Daily,beginner,Chennai,Tamil Nadu,Wagle-Lal
Labourer,Daily,beginner,New Delhi,Delhi,Sibal-Mangal
Labourer,Daily,beginner,Gurugram,Haryana,Chana Inc
Brick Layer,,beginner,Bengaluru,Karnataka,Sagar LLC
Labourer,Daily,beginner,Gurugram,Haryana,"Mander, Anne and Ramanathan"
Painter,Daily,expert,Bengaluru,Karnataka,"Taneja, Srinivasan and Kohli"
Painter,Daily,beginner,Bengaluru,Karnataka,Kala Group
Painter,Daily,beginner,New Delhi,Delhi,"Grewal, Behl and Aurora"
Painter,Daily,expert,Bengaluru,Karnataka,"Goda, Iyengar and Hayer"
Painter,Daily,expert,Bengaluru,Karnataka,Sinha-Gera
Painter,Daily,expert,Chennai,Tamil Nadu,Bose-Rajan
Labourer,Daily,beginner,New Delhi,Delhi,Raman LLC
Brick Layer,Daily,beginner,Gurugram,Haryana,Acharya Group
Painter,Daily,beginner,Coimbatore,Tamil Nadu,"Kari, Gill and Banerjee"
Labourer,Daily,beginner,Mumbai,Maharashtra,"Sachdev, Basu and Batta"
Labourer,Daily,beginner,Rohini,Delhi,Sama-Kothari
Labourer,Daily,beginner,Gurugram,Haryana,Yohannan and Sons
Painter,Daily,expert,Bengaluru,Karnataka,Bhakta Group
Painter,Daily,beginner,Bengaluru,Karnataka,"Warrior, Swamy and Tara"
Painter,Daily,expert,Hyderabad,Telangana,Kulkarni and Sons
Painter,Daily,beginner,Hyderabad,Telangana,Sachdev-Dube
Painter,Daily,beginner,Gurugram,Haryana,Comar-Mand
Painter,Daily,beginner,Noida,Uttar Pradesh,"Keer, Ganguly and Khalsa"
Painter,Daily,beginner,Hyderabad,Telangana,"Raval, Chaudhari and Shukla"
Painter,Daily,beginner,Noida,Uttar Pradesh,"Sule, Lad and Shukla"
Brick Layer,Daily,beginner,Bengaluru,Karnataka,"Batta, Kant and Khare"
Painter,Daily,beginner,Manesar,Haryana,"Arya, Agarwal and Chaudry"
Painter,Daily,beginner,Bengaluru,Karnataka,Jain-Sura
Brick Layer,Monthly,beginner,Bengaluru,Karnataka,Chanda-Sarma
Labourer,Daily,beginner,Mumbai,Maharashtra,"Shukla, Gopal and Chauhan"
Painter,Daily,beginner,Chennai,Tamil Nadu,Konda PLC
Painter,Daily,novice,Bengaluru,Karnataka,Bahri-Mani
Painter,Daily,expert,Gurugram,Haryana,Handa-Anand
Painter,Daily,expert,Chennai,Tamil Nadu,"Bajaj, Wable and Balan"
Painter,Daily,beginner,Gurugram,Haryana,Sengupta Group
Brick Layer,Daily,beginner,Mumbai,Maharashtra,Mander and Sons
Painter,Bi-Weekly,beginner,Bengaluru,Karnataka,Sem Group
Labourer,Daily,beginner,Gurugram,Haryana,Banerjee-Bumb
Brick Layer,Daily,beginner,Indore,Madhya Pradesh,"Choudhury, Dhingra and Bajwa"
Painter,Daily,beginner,Chennai,Tamil Nadu,Anand-Jain
Brick Layer,Daily,beginner,Pune,Maharashtra,"Randhawa, Mangat and Mangat"
Painter,Daily,beginner,Mumbai,Maharashtra,"Swaminathan, Hayer and Subramaniam"
Painter,Bi-Weekly,beginner,Hyderabad,Telangana,Dube-Sura
Painter,Bi-Weekly,expert,Bengaluru,Karnataka,Dhingra Ltd
Brick Layer,,beginner,Bengaluru,Karnataka,"Bath, Wali and Tripathi"
Painter,Daily,beginner,Bengaluru,Karnataka,"Reddy, Bera and Majumdar"
Brick Layer,Daily,beginner,Bengaluru,Karnataka,"Varkey, Dhaliwal and Virk"
Painter,Daily,beginner,South Delhi,Delhi,Cherian-Bir
Labourer,Daily,expert,Noida,Uttar Pradesh,Sem-Bedi
Painter,Daily,expert,Hyderabad,Telangana,"Goswami, Lad and Khare"
Labourer,Daily,beginner,Hyderabad,Telangana,Borah-Badal
Painter,Daily,beginner,Bengaluru,Karnataka,"Gade, Deo and Chahal"
Labourer,Daily,beginner,Gurugram,Haryana,Solanki Ltd
Painter,Daily,beginner,Mumbai,Maharashtra,Jayaraman PLC
Painter,Daily,expert,Indore,Madhya Pradesh,Varty-Hans
Painter,Daily,beginner,Mumbai,Maharashtra,Buch and Sons
Brick Layer,Daily,expert,Hyderabad,Telangana,"Dash, Rastogi and Tak"
Painter,Daily,expert,Bengaluru,Karnataka,Dutt PLC
Labourer,Daily,beginner,Thane,Maharashtra,Chanda LLC
Painter,Daily,beginner,Thane,Maharashtra,Grover LLC
Labourer,Daily,beginner,Pune,Maharashtra,Sinha LLC
Painter,Daily,beginner,Bengaluru,Karnataka,Gill and Sons
Labourer,Daily,beginner,Dumka,Jharkhand,Sawhney-Ganguly
Brick Layer,Daily,beginner,Delhi,Delhi,Varughese and Sons
Brick Layer,Daily,beginner,Bengaluru,Karnataka,"Mann, Sundaram and Ghose"
Factory Worker,Daily,beginner,Noida,Uttar Pradesh,Thaman Ltd
Painter,Daily,expert,Bengaluru,Karnataka,Kant-Dar
Painter,Daily,expert,Hyderabad,Telangana,Aurora Group
Painter,Daily,beginner,Mohali district,North West,Dua LLC
Painter,Daily,beginner,Ahmedabad,Gujarat,"Saraf, Vaidya and Bawa"
Painter,Daily,beginner,Bengaluru,Karnataka,Venkatesh-Dalal
Painter,Daily,beginner,Ahmedabad,Gujarat,"Dhaliwal, Date and Din"
Brick Layer,Daily,beginner,Thane,Maharashtra,Hora-Vora
Painter,Daily,beginner,Noida,Uttar Pradesh,"Sibal, Garde and Bava"
Painter,Daily,beginner,Mumbai,Maharashtra,Bedi-Chanda
Labourer,Daily,beginner,Mumbai,Maharashtra,Dutt-Vaidya
Labourer,Daily,beginner,Lucknow,Uttar Pradesh,Jha-Dewan
Factory Worker,Daily,beginner,Mumbai,Maharashtra,Kalla-Ghosh
Labourer,Daily,beginner,New Delhi,Delhi,Seth Group
Painter,Daily,beginner,Bangalore Urban,Karnataka,Dutt-Dasgupta
Painter,Daily,expert,Bengaluru,Karnataka,Barad-Sami
Painter,Daily,expert,Bangalore Urban district,Karnataka,Varkey Ltd
Painter,Daily,beginner,Bengaluru,Karnataka,Choudhary Ltd
Brick Layer,Daily,beginner,Bengaluru,Karnataka,Chakrabarti LLC
Brick Layer,Daily,beginner,Noida,Uttar Pradesh,Dyal-Bhatt
Painter,Daily,expert,Chennai,Tamil Nadu,"Anand, Tailor and Mannan"
Painter,Daily,beginner,Bengaluru,Karnataka,Guha-Bora
Painter,Daily,novice,Hyderabad,Telangana,Sabharwal-Tata
Painter,Daily,beginner,Thiruvananthapuram,Kerala,Kar-Mani
Painter,Daily,beginner,Ahmedabad,Gujarat,"Kari, Suresh and Dave"
Painter,Daily,beginner,Bengaluru,Karnataka,"Sinha, Tata and Bedi"
Brick Layer,Daily,beginner,Hyderabad,Telangana,"Gokhale, Chaudhuri and Dhar"
Painter,Daily,beginner,Bengaluru,Karnataka,Joshi Inc
Brick Layer,Daily,beginner,Pune,Maharashtra,Chaudhry LLC
Brick Layer,Daily,beginner,Chennai,Tamil Nadu,Shah Group
Painter,Daily,beginner,Ahmedabad,Gujarat,Raj-Sachdev
Painter,Daily,expert,Srinagar,Jammu and Kashmir,Thakur Inc
Painter,Daily,beginner,Chennai,Tamil Nadu,Thakur-Bansal
Painter,Daily,expert,Chennai,Tamil Nadu,Gour Group
Painter,Daily,beginner,Surat,Gujarat,Kar and Sons
Painter,Daily,novice,Greater Bengaluru Area,Karnataka,Raju-Bajwa
Painter,Daily,beginner,Chennai,Tamil Nadu,Krishnamurthy-Dalal
Painter,Daily,beginner,Chennai,Tamil Nadu,Kumar-Bhardwaj
Factory Worker,Daily,beginner,Gurugram,Haryana,Yogi-Sandhu
Painter,Daily,beginner,Mumbai,Maharashtra,"Goda, Ganesh and Brahmbhatt"
Brick Layer,,beginner,Bengaluru,Karnataka,"Bhattacharyya, Sarraf and De"
Painter,Daily,novice,Bengaluru,Karnataka,Gole-Andra
Painter,Daily,beginner,Noida,Uttar Pradesh,Soman-Dalal
Painter,Daily,expert,Hyderabad,Telangana,Chauhan and Sons
Brick Layer,Daily,novice,Gurugram,Haryana,Badal PLC
Painter,Daily,beginner,Bengaluru,Karnataka,Atwal-Kala
Painter,Daily,novice,Bengaluru,Karnataka,"Balasubramanian, Amble and Jayaraman"
Painter,Daily,beginner,Bengaluru,Karnataka,Swaminathan-Bhattacharyya
Labourer,Daily,beginner,Bengaluru,Karnataka,Dhingra PLC
Painter,Daily,beginner,Mumbai,Maharashtra,Keer LLC
Brick Layer,Daily,beginner,Chennai,Tamil Nadu,Gandhi-Magar
Brick Layer,Daily,beginner,Bengaluru,Karnataka,"Chatterjee, Mannan and Mann"
Brick Layer,Daily,beginner,Noida,Uttar Pradesh,Johal-Butala
Painter,Daily,beginner,Rajkot,Gujarat,Chand Inc
Painter,Daily,beginner,Bengaluru,Karnataka,"Bawa, Dhillon and Sabharwal"
Painter,Daily,novice,Bengaluru,Karnataka,Krishnamurthy-Chakrabarti
Painter,Daily,beginner,Chennai,Tamil Nadu,"Goyal, Suri and Chatterjee"
Painter,Daily,expert,Mumbai,Maharashtra,Dar-Borah
Painter,Daily,beginner,Bengaluru,Karnataka,Swamy PLC
Painter,Daily,beginner,Bengaluru,Karnataka,Kari LLC
Painter,Daily,beginner,Sahibzada Ajit Singh Nagar,Punjab,Grover-Warrior
Brick Layer,Daily,beginner,New Delhi,Delhi,Aggarwal-Thakkar
Painter,Daily,expert,Indore,Madhya Pradesh,Chhabra-Vaidya
Painter,Daily,beginner,Ahmedabad,Gujarat,Rege-Dasgupta
Painter,Daily,beginner,Noida,Uttar Pradesh,Bakshi Ltd
Painter,Daily,beginner,Noida,Uttar Pradesh,Talwar Ltd
Labourer,Daily,beginner,Gurugram,Haryana,Sandhu-Bhalla
Painter,Daily,beginner,Lucknow,Uttar Pradesh,Toor-Arya
Painter,Daily,expert,Nagpur,Maharashtra,Goel Ltd
Painter,Bi-Weekly,beginner,Hyderabad,Telangana,Bali-Sastry
Labourer,Daily,beginner,Hyderabad,Telangana,Amble-Rattan
Brick Layer,Daily,beginner,Lucknow,Uttar Pradesh,Vora LLC
Painter,Daily,beginner,Bangalore Urban,Karnataka,Goyal Inc
Brick Layer,Daily,beginner,Gurugram,Haryana,"Anne, Garg and Raja"
Painter,Daily,beginner,Noida,Uttar Pradesh,Bala-Shere
Labourer,Daily,beginner,Bengaluru,Karnataka,Shah-Sharma
Painter,Daily,beginner,Bengaluru,Karnataka,Roy LLC
Painter,Daily,beginner,Gurugram,Haryana,"Bhardwaj, Singh and Chander"
Labourer,Daily,beginner,Chennai,Tamil Nadu,Ramakrishnan Group
Brick Layer,Daily,beginner,Mumbai,Maharashtra,Basu Group
Painter,Daily,beginner,Sahibzada Ajit Singh Nagar,Punjab,Shah Inc
Labourer,Daily,beginner,Nagpur,Maharashtra,Saha LLC
Labourer,Daily,beginner,Gurugram,Haryana,Vaidya-Bir
Painter,Daily,beginner,Kochi,Kerala,Kulkarni-Ganesan
Painter,Daily,beginner,Bengaluru,Karnataka,Jani-Kumar
Painter,Daily,expert,Bengaluru,Karnataka,"Vasa, Chada and Jani"
Brick Layer,Daily,beginner,Delhi,Delhi,"Malhotra, Mangal and Mani"
Painter,Daily,beginner,Hyderabad,Telangana,Sengupta-Chakraborty
Painter,Daily,beginner,Gurugram,Haryana,"Goyal, Bala and Tailor"
Painter,Monthly,beginner,Mumbai,Maharashtra,Balakrishnan-Gour
Painter,Daily,novice,Bengaluru,Karnataka,Borah-Vig
Painter,Bi-Weekly,beginner,Gurugram,Haryana,Manne PLC
Painter,Daily,beginner,Bengaluru,Karnataka,Sodhi Group
Painter,Daily,beginner,Chennai,Tamil Nadu,"Ahluwalia, Choudhry and Brahmbhatt"
Painter,Monthly,beginner,Bengaluru,Karnataka,Basu and Sons
Painter,Daily,expert,Gurugram,Haryana,"Bhakta, Sarma and Jayaraman"
Painter,Daily,novice,Bangalore Urban,Karnataka,"Mand, Krishnan and Cherian"
Painter,Daily,expert,Bengaluru,Karnataka,Savant Inc
Painter,Daily,beginner,Bengaluru,Karnataka,"Chand, Behl and Sodhi"
Painter,Daily,expert,Bengaluru,Karnataka,"Sha, Buch and Johal"
Painter,Daily,beginner,Bengaluru,Karnataka,"Bera, Sampath and Tiwari"
Brick Layer,Daily,beginner,Hyderabad,Telangana,"Gade, Srinivas and Borde"
Brick Layer,Daily,beginner,Surat,Gujarat,Sem and Sons
Painter,Daily,expert,Greater Bengaluru Area,Karnataka,"Sathe, Chacko and Kala"
Painter,Daily,beginner,Bengaluru,Karnataka,"Sachdev, Sura and Wali"
Painter,Daily,novice,Bengaluru,Karnataka,"Sachdev, Srivastava and Doctor"
Painter,Daily,expert,Bengaluru,Karnataka,Maharaj LLC
Painter,Daily,expert,Bengaluru,Karnataka,Chahal and Sons
Labourer,Daily,beginner,New Delhi,Delhi,Sarraf-Mallick
Labourer,Daily,beginner,Hyderabad,Telangana,Sankar Group
Brick Layer,Daily,beginner,Kochi,Kerala,Shanker Ltd
Brick Layer,Daily,beginner,Pune,Maharashtra,Kala Ltd
Painter,Daily,beginner,Chennai,Tamil Nadu,Rana PLC
Painter,Daily,beginner,Bengaluru,Karnataka,Handa-Venkataraman
Painter,Daily,expert,Bangalore Urban,Karnataka,Chacko LLC
Painter,Daily,beginner,Pune,Maharashtra,Sarna-Jani
Labourer,Daily,beginner,Bengaluru,Karnataka,Dugar LLC
Brick Layer,Daily,beginner,Pune,Maharashtra,Yadav Ltd
Brick Layer,Daily,beginner,Pune,Maharashtra,"Saran, Walla and Bhalla"
Brick Layer,Daily,beginner,Bengaluru,Karnataka,Verma-Subramanian
Painter,Daily,expert,Bengaluru,Karnataka,Chandran-Char
Painter,Bi-Weekly,beginner,Chennai,Tamil Nadu,Mand PLC
Painter,Daily,beginner,Bhopal,Madhya Pradesh,"Chawla, Singhal and Baral"
Painter,Daily,expert,Pune,Maharashtra,Dutt PLC
Painter,Daily,beginner,Bengaluru,Karnataka,Issac LLC
Painter,Daily,beginner,Bengaluru,Karnataka,Mann Ltd
Painter,Daily,beginner,Hyderabad,Telangana,Chopra Ltd
Painter,Daily,beginner,Trivandrum,Kerala,Gade-Kashyap
Brick Layer,Daily,novice,Hyderabad,Telangana,Bhakta-Ganesh
Factory Worker,Daily,beginner,Chennai,Tamil Nadu,Sachdeva and Sons
Factory Worker,Daily,beginner,Jabalpur,Madhya Pradesh,Master Ltd
Painter,Daily,beginner,Noida,Uttar Pradesh,"Ganguly, Brahmbhatt and Krishnan"
Painter,Daily,beginner,Hyderabad,Telangana,Kuruvilla-Acharya
Painter,Daily,beginner,Noida,Uttar Pradesh,"Hayer, Mann and Thaman"
Labourer,Daily,beginner,Gurugram,Haryana,"Lanka, Chand and Ramakrishnan"
Painter,Daily,expert,Delhi,Delhi,Lad-Chaudhry
Painter,Daily,expert,Bengaluru,Karnataka,Rattan and Sons
Painter,Daily,expert,Hyderabad,Telangana,"Som, Sahni and Dar"
Painter,Daily,beginner,Chennai,Tamil Nadu,Wason-Lala
Painter,Daily,expert,Bengaluru,Karnataka,"Som, Bains and Loyal"
Painter,Daily,beginner,Chandigarh,Chandigarh,Bhardwaj Group
Painter,Daily,expert,Bengaluru,Karnataka,Devi-Bandi
Brick Layer,Daily,beginner,Bengaluru,Karnataka,Chaudry-Seshadri
Painter,Daily,expert,Chennai,Tamil Nadu,"Sarkar, Ray and Bhavsar"
Painter,Daily,expert,Bengaluru,Karnataka,Thaker-Bhatia
Labourer,Daily,beginner,Indore,Madhya Pradesh,Dey-Chaudhuri
Painter,Daily,beginner,Chennai,Tamil Nadu,Sabharwal-Kothari
Painter,Daily,novice,Chennai,Tamil Nadu,Bajwa PLC
Painter,Daily,beginner,Bengaluru,Karnataka,Yadav and Sons
Painter,Daily,novice,Bengaluru,Karnataka,Goda-Thaker
Painter,Daily,expert,Bengaluru,Karnataka,"Varma, Sagar and Tella"
Painter,Bi-Weekly,beginner,Bengaluru,Karnataka,Suresh-Kala
Brick Layer,Daily,expert,Greater Bengaluru Area,Karnataka,"Zachariah, Ramanathan and Ravi"
Painter,Daily,expert,Pune,Maharashtra,"Dara, Saran and Grewal"
Painter,Bi-Weekly,beginner,Bengaluru,Karnataka,Varma LLC
Painter,Daily,expert,Bengaluru,Karnataka,Khalsa-Salvi
Brick Layer,Daily,beginner,Kolkata metropolitan area,West Bengal,"Sankar, Kumer and Gaba"
Factory Worker,Daily,beginner,Gurugram,Haryana,Sampath-Loke
Painter,Daily,beginner,Pune,Maharashtra,Chakrabarti LLC
Painter,Daily,beginner,Pune,Maharashtra,Kar-Barad
Painter,Daily,expert,Bengaluru,Karnataka,Shroff-Magar
Painter,Bi-Weekly,beginner,Bengaluru,Karnataka,Konda-Barman
Painter,Daily,expert,Pune,Maharashtra,"Shanker, Tandon and Sane"
Painter,Daily,expert,Bengaluru,Karnataka,"Bhat, Toor and Dada"
Painter,Daily,expert,Bengaluru,Karnataka,"Datta, Arora and Ray"
Painter,Daily,beginner,Hyderabad,Telangana,"Bandi, Kulkarni and Contractor"
Brick Layer,Daily,beginner,Bengaluru,Karnataka,Rao Inc
Brick Layer,Daily,beginner,Pune,Maharashtra,Dhingra-Kar
Painter,Daily,expert,Bengaluru,Karnataka,Aurora-Datta
Painter,Daily,expert,Chennai,Tamil Nadu,Bhakta PLC
Painter,Daily,beginner,Noida,Uttar Pradesh,Ahluwalia Ltd
Brick Layer,Daily,beginner,Bengaluru,Karnataka,Sama Inc
Labourer,Daily,beginner,Nagpur,Maharashtra,Chowdhury Inc
Painter,Daily,beginner,Gurugram,Haryana,Chauhan-Kapoor
Labourer,Bi-Weekly,beginner,Kochi,Kerala,Sani-Bhasin
Painter,Daily,beginner,Bengaluru,Karnataka,"Baria, Datta and Varghese"
Painter,Daily,beginner,Kochi,Kerala,Edwin PLC
Brick Layer,Daily,beginner,Hyderabad,Telangana,Toor and Sons
Painter,Daily,beginner,Faridabad,Haryana,Arya-Kant
Brick Layer,Daily,beginner,Bengaluru,Karnataka,Chandra-Rastogi
Brick Layer,Daily,beginner,Bengaluru,Karnataka,"Ahuja, Sura and Devi"
Brick Layer,Daily,beginner,Noida,Uttar Pradesh,Batra-Grover
Painter,Daily,novice,Pune,Maharashtra,"Karan, Dara and Dixit"
Painter,Daily,beginner,Bengaluru,Karnataka,"Sehgal, Bedi and Raman"
Painter,Daily,beginner,Chennai,Tamil Nadu,"Goyal, Ganesan and Ramakrishnan"
Brick Layer,Daily,beginner,Mumbai,Maharashtra,Bobal Ltd
Brick Layer,Daily,beginner,Hyderabad,Telangana,Arya Group
Labourer,Daily,beginner,Gurugram,Haryana,Brahmbhatt-Thakkar
Painter,Daily,beginner,Bengaluru,Karnataka,"Varghese, Biswas and Sura"
Painter,Daily,beginner,Bangalore Urban,Karnataka,Hegde PLC
Painter,Daily,expert,Bengaluru,Karnataka,Shukla-Bhavsar
Painter,Daily,beginner,Hyderabad,Telangana,Mangal PLC
Painter,Daily,beginner,Bengaluru,Karnataka,Bhagat PLC
Painter,Daily,expert,Jaipur,Rajasthan,Bail and Sons
Painter,Daily,beginner,Bengaluru,Karnataka,Solanki-Kalita
Painter,Daily,expert,Mumbai,Maharashtra,Basak PLC
Painter,Daily,expert,Mumbai,Maharashtra,Chhabra-Bajwa
